DATE,T10Y2Y,DTB3,T5YIFR,DTB6,RSXFS,PAYEMS,USSTHPI,DEXCAUS,CPILFESL,CPIAUCSL,FEDFUNDS,BAMLH0A0HYM2,ICSA,M1SL,M2SL,WM2NS,GS1,DGS10,GS10,DGS2,GS5,BAA,HOUST,PCEPI,A191RL1Q225SBEA,W875RX1,RECPROUSM156N,UNRATE
1996-03-31,0.6076190476190476,4.962380952380952,,4.961904761904762,194029.0,118990.0,193.57,1.3656,164.4,155.5,5.31,,386400.0,1122.6,3686.9,3689.075,5.34,6.268571428571428,6.27,5.660952380952381,5.97,8.03,1424.0,72.743,3.0,7762.5,0.14,5.5
1996-04-30,0.5540909090909091,4.951818181818182,,5.0609090909090915,194744.0,119156.0,193.89,1.3591863636363637,164.6,156.1,5.22,,359250.0,1124.8,3697.7,3717.46,5.54,6.511363636363637,6.51,5.957272727272727,6.3,8.19,1516.0,72.961,6.8,7776.4,0.02,5.6
1996-05-31,0.6408695652173914,5.016521739130434,,5.119565217391305,196205.0,119489.0,193.89,1.3694826086956522,165.0,156.4,5.24,,344500.0,1116.5,3709.6,3689.225,5.64,6.73304347826087,6.74,6.092173913043479,6.48,8.3,1504.0,73.087,6.8,7816.2,0.0,5.6
1996-06-30,0.615,5.093999999999999,,5.2455,196136.0,119770.0,193.89,1.3658,165.4,156.7,5.27,,342200.0,1115.2,3722.5,3720.125,5.81,6.912000000000001,6.91,6.297,6.69,8.4,1467.0,73.086,6.8,7874.4,0.04,5.3
1996-07-31,0.5947826086956521,5.148260869565218,,5.293478260869565,196187.0,120015.0,194.75,1.3693521739130434,165.7,157.0,5.4,,337000.0,1112.4,3737.1,3730.0800000000004,5.85,6.861739130434782,6.87,6.266956521739131,6.64,8.35,1472.0,73.241,3.6,7866.1,0.04,5.5
1996-08-31,0.6063636363636363,5.046818181818182,,5.13,196218.0,120201.0,194.75,1.3722409090909091,166.0,157.2,5.22,,331800.0,1101.6,3744.0,3742.825,5.67,6.635454545454545,6.64,6.029090909090908,6.39,8.18,1557.0,73.31,3.6,7900.0,0.02,5.1
1996-09-30,0.599047619047619,5.094285714285714,,5.2371428571428575,198859.0,120402.0,194.75,1.3693428571428572,166.5,157.7,5.3,,342750.0,1096.2,3753.4,3742.0199999999995,5.83,6.838095238095238,6.83,6.23904761904762,6.6,8.35,1475.0,73.517,3.6,7930.8,0.0,5.2
1996-10-31,0.6213043478260869,4.986521739130435,,5.107391304347826,200509.0,120663.0,196.27,1.3509130434782608,166.8,158.2,5.24,,339000.0,1085.7,3772.8,3759.35,5.55,6.5343478260869565,6.53,5.913043478260869,6.27,8.07,1392.0,73.74,4.2,7937.3,0.06,5.2
1996-11-30,0.5023809523809524,5.0285714285714285,,5.072857142857143,200174.0,120949.0,196.27,1.3381761904761906,167.2,158.7,5.31,,336400.0,1083.5,3795.1,3790.25,5.42,6.204761904761905,6.2,5.7023809523809526,5.97,7.79,1489.0,73.871,4.2,7966.5,0.0,5.4
1996-12-31,0.52,4.913181818181818,,5.045,201284.0,121145.0,196.27,1.3623181818181818,167.4,159.1,5.29,3.13,353500.0,1081.3,3818.6,3834.7599999999998,5.47,6.305000000000001,6.3,5.785,6.07,7.89,1370.0,73.956,4.2,8001.6,0.02,5.4
1997-01-31,0.5695652173913043,5.0343478260869565,,5.103478260869565,202371.0,121363.0,197.9,1.3499043478260868,167.8,159.4,5.25,3.03695652173913,339000.0,1081.2,3834.6,3845.225,5.61,6.571739130434783,6.58,6.002173913043479,6.33,8.09,1355.0,74.052,2.6,8035.8,0.02,5.3
1997-02-28,0.5195000000000001,5.004,,5.056,204286.0,121675.0,197.9,1.355315,168.1,159.7,5.19,2.956,320750.0,1078.8,3846.3,3831.625,5.53,6.4125,6.42,5.893,6.2,7.94,1486.0,74.208,2.6,8073.7,0.0,5.2
1997-03-31,0.4714285714285714,5.148095238095238,,5.263809523809524,204990.0,121989.0,197.9,1.3724761904761904,168.4,159.8,5.39,2.696190476190476,319400.0,1072.5,3861.2,3868.1800000000003,5.8,6.704285714285714,6.69,6.232857142857142,6.54,8.18,1457.0,74.286,2.6,8112.3,0.0,5.2
1997-04-30,0.43727272727272726,5.162272727272728,,5.370909090909091,203399.0,122284.0,199.53,1.394159090909091,168.9,159.9,5.51,2.893181818181818,327000.0,1063.9,3877.0,3910.35,5.99,6.885454545454545,6.89,6.448181818181819,6.76,8.34,1492.0,74.359,6.8,8125.4,0.04,5.1
1997-05-31,0.43681818181818177,5.047727272727273,,5.294090909090909,201699.0,122551.0,199.53,1.3801590909090908,169.2,159.9,5.5,2.721739130434783,323800.0,1063.8,3889.2,3866.45,5.87,6.712272727272727,6.71,6.275454545454545,6.57,8.2,1442.0,74.324,6.8,8169.7,0.04,4.9
1997-06-30,0.3990476190476191,4.930952380952381,,5.1328571428571435,204675.0,122816.0,199.53,1.3842714285714286,169.4,160.2,5.56,2.617142857142857,325500.0,1066.1,3906.0,3896.0,5.69,6.493809523809524,6.49,6.094761904761905,6.38,8.02,1494.0,74.42,6.8,8201.6,0.04,5.0
1997-07-31,0.3317391304347826,5.050434782608695,,5.116086956521739,207014.0,123112.0,202.24,1.3773608695652175,169.7,160.4,5.52,2.7247826086956524,320250.0,1065.5,3923.9,3919.525,5.54,6.224347826086956,6.22,5.892608695652174,6.12,7.75,1437.0,74.464,5.1,8242.6,0.0,4.9
1997-08-31,0.3595238095238095,5.141904761904762,,5.188571428571429,207635.0,123092.0,202.24,1.3905333333333334,169.8,160.8,5.54,2.5436363636363635,330200.0,1075.3,3957.4,3948.2,5.56,6.298571428571429,6.3,5.939047619047619,6.16,7.82,1390.0,74.524,5.1,8295.7,0.02,4.8
1997-09-30,0.32863636363636367,4.959545454545455,,5.092272727272728,208326.0,123577.0,202.24,1.3872454545454547,170.2,161.2,5.54,2.5945454545454543,315250.0,1066.9,3973.1,3960.04,5.52,6.214545454545455,6.21,5.885909090909092,6.11,7.7,1546.0,74.704,5.1,8323.8,0.0,4.9
1997-10-31,0.2591304347826087,4.9739130434782615,,5.0917391304347825,208078.0,123924.0,204.88,1.3865826086956523,170.6,161.5,5.5,2.6056521739130436,310000.0,1065.6,3992.3,3977.675,5.46,6.034782608695653,6.03,5.775652173913044,5.93,7.57,1520.0,74.801,3.5,8374.6,0.0,4.7
1997-11-30,0.161,5.1455,,5.168,208936.0,124229.0,204.88,1.41312,170.8,161.7,5.52,2.8595238095238096,314600.0,1070.9,4014.8,4006.9,5.46,5.8759999999999994,5.88,5.715,5.8,7.42,1510.0,74.804,3.5,8441.2,0.02,4.6
1997-12-31,0.09347826086956522,5.165652173913044,,5.237391304347826,209363.0,124551.0,204.88,1.4274565217391304,171.2,161.8,5.5,2.890434782608696,313250.0,1072.3,4032.9,4049.28,5.53,5.806521739130435,5.81,5.71304347826087,5.77,7.32,1566.0,74.788,3.5,8493.1,0.04,4.7
1998-01-31,0.1831818181818182,5.044545454545454,,5.037727272727273,209666.0,124813.0,207.95,1.4401954545454545,171.6,162.0,5.56,3.0204347826086955,321200.0,1074.0,4056.2,4068.95,5.24,5.553636363636364,5.54,5.370454545454546,5.42,7.19,1525.0,74.825,4.1,8575.7,0.04,4.6
1998-02-28,0.1555,5.086,,5.0665,209552.0,125019.0,207.95,1.4338950000000001,171.9,162.0,5.51,2.9233333333333333,319000.0,1077.8,4088.9,4069.5,5.31,5.5705,5.57,5.415,5.49,7.25,1584.0,74.787,4.1,8638.7,0.04,4.6
1998-03-31,0.08590909090909092,5.031818181818182,,5.043181818181818,210832.0,125164.0,207.95,1.4165772727272727,172.2,162.0,5.49,2.833636363636364,315000.0,1076.9,4114.3,4124.66,5.39,5.647272727272727,5.65,5.5613636363636365,5.61,7.32,1567.0,74.799,4.1,8693.7,0.08,4.7
1998-04-30,0.0740909090909091,4.949090909090909,,5.056818181818182,213633.0,125447.0,209.8,1.4297727272727274,172.5,162.2,5.45,2.846363636363636,311000.0,1076.5,4140.2,4181.95,5.38,5.635454545454546,5.64,5.5613636363636365,5.61,7.33,1540.0,74.891,3.8,8731.5,0.04,4.3
1998-05-31,0.056666666666666664,5.002380952380952,,5.146190476190476,214639.0,125847.0,209.8,1.4454285714285713,172.9,162.6,5.49,3.001818181818182,311200.0,1079.1,4164.4,4138.75,5.44,5.6519047619047615,5.65,5.595238095238095,5.63,7.3,1536.0,74.994,3.8,8778.6,0.02,4.4
1998-06-30,-0.023636363636363636,4.975454545454546,,5.115454545454546,216337.0,126078.0,209.8,1.4655090909090909,173.2,162.8,5.56,3.242272727272727,338000.0,1076.3,4184.1,4169.36,5.41,5.496363636363636,5.5,5.52,5.52,7.13,1641.0,74.931,3.8,8832.4,0.46,4.5
1998-07-31,0.0021739130434782605,4.9626086956521736,,5.024347826086957,214841.0,126208.0,212.74,1.486895652173913,173.5,163.2,5.54,3.3360869565217395,333000.0,1075.1,4203.8,4195.35,5.36,5.459565217391304,5.46,5.457391304347826,5.46,7.15,1698.0,75.116,5.1,8855.9,0.26,4.5
1998-08-31,0.07333333333333333,4.902380952380953,,4.949523809523809,213636.0,126547.0,212.74,1.5346380952380954,174.0,163.4,5.55,3.9580952380952383,312600.0,1075.9,4228.7,4215.96,5.21,5.341904761904762,5.34,5.268571428571429,5.27,7.14,1614.0,75.22,5.1,8894.5,0.0,4.5
1998-09-30,0.1390909090909091,4.612272727272727,,4.640909090909091,215720.0,126745.0,212.74,1.5219772727272727,174.2,163.5,5.51,5.6054545454545455,304000.0,1079.9,4267.6,4255.05,4.71,4.816363636363636,4.81,4.677272727272728,4.62,7.09,1582.0,75.176,5.1,8924.8,0.04,4.6
1998-10-31,0.4445454545454545,3.9536363636363636,,4.048181818181818,219483.0,126950.0,215.25,1.5452136363636364,174.4,163.9,5.07,6.432173913043478,310600.0,1086.0,4307.7,4287.4,4.12,4.540909090909091,4.53,4.096363636363637,4.18,7.18,1715.0,75.341,6.6,8944.2,0.06,4.5
1998-11-30,0.28285714285714286,4.417619047619048,,4.426666666666667,221134.0,127224.0,215.25,1.5408333333333335,174.8,164.1,4.83,5.703809523809523,316000.0,1094.9,4346.4,4338.64,4.53,4.826666666666666,4.83,4.543809523809524,4.54,7.34,1660.0,75.345,6.6,8987.6,0.1,4.4
1998-12-31,0.13608695652173913,4.393913043478261,,4.41,223179.0,127599.0,215.25,1.5436304347826089,175.4,164.4,4.68,5.538260869565217,316000.0,1095.0,4375.2,4397.8,4.52,4.654347826086957,4.65,4.518260869565218,4.45,7.23,1792.0,75.42,6.6,9007.4,0.02,4.4
1999-01-31,0.10666666666666667,4.336666666666666,,4.33,223997.0,127704.0,217.52,1.520757142857143,175.6,164.7,4.63,5.553636363636364,326200.0,1098.1,4402.6,4416.9,4.51,4.715714285714286,4.72,4.609047619047619,4.6,7.29,1748.0,75.527,3.8,9034.3,0.08,4.3
1999-02-28,0.124,4.438000000000001,,4.4405,226250.0,128118.0,217.52,1.49748,175.6,164.7,4.76,5.31047619047619,301500.0,1096.7,4425.3,4410.475,4.7,5.002000000000001,5.0,4.878,4.91,7.39,1670.0,75.484,3.8,9076.3,0.04,4.4
1999-03-31,0.17956521739130435,4.440869565217391,,4.46695652173913,227417.0,128234.0,217.52,1.5175695652173913,175.7,164.8,4.81,5.235652173913044,302750.0,1096.6,4432.1,4447.82,4.78,5.232608695652174,5.23,5.05304347826087,5.14,7.53,1710.0,75.541,3.8,9082.4,0.14,4.2
1999-04-30,0.20772727272727273,4.289545454545455,,4.371363636363636,229037.0,128598.0,220.42,1.4881,176.3,165.9,4.74,5.035454545454545,308500.0,1101.6,4460.7,4510.25,4.69,5.184545454545455,5.18,4.976818181818182,5.08,7.48,1553.0,75.906,3.4,9066.9,0.14,4.3
1999-05-31,0.2819047619047619,4.5,,4.562857142857142,231235.0,128810.0,220.42,1.461652380952381,176.5,166.0,4.74,4.701904761904761,301600.0,1103.8,4485.3,4459.84,4.85,5.544285714285714,5.54,5.262380952380953,5.44,7.72,1611.0,75.955,3.4,9088.6,0.04,4.2
1999-06-30,0.2809090909090909,4.566818181818181,,4.821818181818181,231903.0,129088.0,220.42,1.4694863636363635,176.6,166.0,4.76,4.672272727272728,294000.0,1099.8,4507.2,4495.025,5.1,5.899545454545454,5.9,5.618636363636363,5.81,8.02,1559.0,75.979,3.4,9123.1,0.04,4.3
1999-07-31,0.23727272727272727,4.550909090909091,,4.585454545454545,233948.0,129422.0,223.55,1.487931818181818,177.1,166.7,4.99,4.797826086956522,298000.0,1099.1,4534.5,4519.2,5.03,5.793181818181818,5.79,5.555909090909091,5.68,7.95,1669.0,76.181,5.4,9150.3,0.0,4.3
1999-08-31,0.2609090909090909,4.721363636363637,,4.873636363636364,236566.0,129569.0,223.55,1.4931954545454544,177.3,167.1,5.07,4.819090909090909,290750.0,1099.2,4551.7,4534.76,5.2,5.9390909090909085,5.94,5.678181818181819,5.84,8.15,1648.0,76.319,5.4,9192.3,0.02,4.2
1999-09-30,0.2531818181818182,4.680909090909091,,4.881818181818182,237481.0,129781.0,223.55,1.477681818181818,177.8,167.8,5.22,5.042727272727273,289500.0,1096.5,4567.7,4555.225,5.25,5.91409090909091,5.92,5.66090909090909,5.8,8.2,1635.0,76.593,5.4,9189.0,0.2,4.2
1999-10-31,0.24904761904761907,4.852380952380953,,4.976666666666667,237553.0,130179.0,225.85,1.4774333333333334,178.1,168.1,5.2,5.001818181818182,290400.0,1103.3,4591.5,4571.525,5.43,6.1085714285714285,6.11,5.859523809523809,6.03,8.38,1608.0,76.723,6.7,9250.3,0.0,4.1
1999-11-30,0.17045454545454544,5.072727272727272,,5.203636363636364,240544.0,130466.0,225.85,1.4676318181818182,178.4,168.4,5.42,5.08,281750.0,1110.7,4610.5,4602.5599999999995,5.55,6.035,6.03,5.864545454545455,5.97,8.15,1648.0,76.792,6.7,9324.7,0.0,4.1
1999-12-31,0.1708695652173913,5.2013043478260865,,5.438260869565218,245485.0,130780.0,225.85,1.4722086956521738,178.7,168.8,5.3,4.773478260869566,278500.0,1122.2,4638.0,4660.075,5.84,6.281304347826087,6.28,6.110434782608695,6.19,8.19,1708.0,76.97,6.7,9407.6,0.0,4.0
2000-01-31,0.22238095238095237,5.3152380952380955,,5.500952380952381,243436.0,131009.0,230.18,1.448652380952381,179.3,169.3,5.45,4.784285714285714,288400.0,1122.1,4666.2,4674.3,6.12,6.6623809523809525,6.66,6.44,6.58,8.33,1636.0,77.18,1.5,9498.6,0.08,4.0
2000-02-29,-0.09476190476190476,5.5495238095238095,,5.721904761904762,247133.0,131120.0,230.18,1.4512095238095237,179.4,170.0,5.73,4.902380952380953,293750.0,1108.6,4679.4,4673.7,6.22,6.5180952380952375,6.52,6.612857142857143,6.68,8.29,1737.0,77.422,1.5,9541.8,0.2,4.1
2000-03-31,-0.2717391304347826,5.694782608695652,,5.8500000000000005,249825.0,131605.0,230.18,1.4607739130434783,180.0,171.0,5.85,5.368695652173913,274750.0,1107.5,4710.2,4731.3,6.22,6.256521739130435,6.26,6.528260869565218,6.5,8.37,1604.0,77.755,1.5,9573.1,0.08,4.0
2000-04-30,-0.41200000000000003,5.657,,5.8055,245831.0,131884.0,233.92,1.4688750000000002,180.3,170.9,6.02,5.846666666666667,271600.0,1115.6,4766.1,4814.475,6.15,5.9905,5.99,6.402500000000001,6.26,8.4,1626.0,77.69,7.5,9620.5,0.06,3.8
2000-05-31,-0.36869565217391304,5.784782608695653,,6.0978260869565215,246201.0,132106.0,233.92,1.4961173913043477,180.7,171.2,6.27,5.897826086956522,282250.0,1104.9,4753.9,4731.84,6.33,6.435652173913044,6.44,6.804347826086956,6.69,8.9,1575.0,77.755,7.5,9628.6,0.28,4.0
2000-06-30,-0.3845454545454546,5.6863636363636365,,5.965909090909091,248160.0,132060.0,233.92,1.4770454545454543,181.1,172.2,6.53,6.135909090909092,291000.0,1102.6,4771.8,4759.5,6.17,6.097272727272728,6.1,6.4818181818181815,6.3,8.48,1559.0,78.019,7.5,9674.3,0.46,4.0
2000-07-31,-0.28619047619047616,5.9452380952380945,,5.997142857142857,247176.0,132226.0,238.19,1.4778571428571428,181.5,172.7,6.54,6.123333333333333,295000.0,1103.5,4789.4,4770.1,6.08,6.051428571428572,6.05,6.3376190476190475,6.18,8.35,1463.0,78.214,0.4,9730.3,0.74,4.0
2000-08-31,-0.4026086956521739,6.094347826086956,,6.073478260869565,247576.0,132231.0,238.19,1.482813043478261,181.9,172.7,6.5,6.361304347826087,312750.0,1100.2,4817.5,4805.225,6.18,5.826086956521739,5.83,6.228695652173912,6.06,8.26,1541.0,78.209,0.4,9780.5,1.04,4.1
2000-09-30,-0.28857142857142853,6.001904761904762,,5.982380952380952,251837.0,132356.0,238.19,1.485847619047619,182.3,173.6,6.52,6.453636363636363,300200.0,1099.7,4853.2,4838.8,6.13,5.793333333333333,5.8,6.081904761904762,5.93,8.35,1507.0,78.545,0.4,9788.8,1.24,3.9
2000-10-31,-0.1731818181818182,6.104545454545455,,6.039090909090908,251221.0,132352.0,241.84,1.5119681818181818,182.6,173.9,6.51,7.292272727272728,301000.0,1098.7,4869.2,4848.780000000001,6.01,5.742272727272727,5.74,5.915454545454546,5.78,8.34,1549.0,78.652,2.4,9815.1,3.68,3.9
2000-11-30,-0.16136363636363638,6.172272727272727,,6.0613636363636365,250331.0,132553.0,241.84,1.54285,183.1,174.2,6.51,8.088181818181818,334250.0,1092.4,4880.3,4881.5,6.09,5.712727272727273,5.72,5.874090909090909,5.7,8.28,1551.0,78.762,2.4,9825.5,5.14,3.9
2000-12-31,-0.11,5.738571428571428,,5.658571428571428,250658.0,132718.0,241.84,1.5216333333333334,183.3,174.6,6.4,9.01590909090909,346000.0,1088.6,4925.0,4939.125,5.6,5.2299999999999995,5.24,5.34,5.17,8.02,1532.0,78.883,2.4,9827.7,8.84,3.9
2001-01-31,0.3817391304347826,5.17304347826087,,4.975217391304348,252654.0,132698.0,247.82,1.5027565217391305,183.9,175.6,5.98,8.493478260869566,340000.0,1096.7,4975.7,4981.0199999999995,4.81,5.163043478260869,5.16,4.781304347826087,4.86,7.93,1600.0,79.265,-1.3,9875.6,16.26,4.2
2001-02-28,0.438,4.882,,4.7095,252704.0,132785.0,247.82,1.522325,184.4,176.0,5.49,7.6075,371250.0,1101.2,5014.1,5002.1,4.68,5.0995,5.1,4.6615,4.89,7.87,1625.0,79.388,-1.3,9896.1,22.72,4.2
2001-03-31,0.5431818181818181,4.424545454545455,,4.280454545454545,250328.0,132753.0,247.82,1.558740909090909,184.7,176.1,5.31,7.915217391304348,387200.0,1108.9,5072.0,5089.1,4.3,4.885454545454546,4.89,4.342272727272728,4.64,7.84,1590.0,79.395,-1.3,9921.3,29.7,4.3
2001-04-30,0.9023809523809524,3.874761904761905,,3.8600000000000003,254763.0,132456.0,251.98,1.5577666666666665,185.1,176.4,4.8,8.5,396750.0,1116.7,5135.9,5167.0599999999995,3.98,5.142380952380952,5.14,4.24,4.76,8.07,1649.0,79.534,2.5,9872.7,34.78,4.4
2001-05-31,1.1347826086956523,3.6186956521739133,,3.6160869565217393,255218.0,132412.0,251.98,1.5412434782608695,185.3,177.3,4.21,7.688695652173913,394500.0,1118.5,5133.0,5109.225,3.78,5.39695652173913,5.39,4.262173913043478,4.93,8.07,1605.0,79.743,2.5,9834.1,34.58,4.3
2001-06-30,1.2042857142857142,3.485238095238095,,3.4495238095238094,254022.0,132296.0,251.98,1.5245380952380954,186.0,177.7,3.97,8.056818181818182,397200.0,1126.2,5173.5,5159.475,3.58,5.284285714285714,5.28,4.08,4.81,7.97,1636.0,79.885,2.5,9815.8,35.24,4.5
2001-07-31,1.1963636363636363,3.516363636363636,,3.450454545454545,252997.0,132171.0,255.88,1.5299727272727273,186.4,177.4,3.77,8.26,398000.0,1138.9,5203.4,5182.8,3.62,5.244090909090909,5.24,4.047727272727273,4.76,7.97,1670.0,79.858,-1.6,9811.4,34.0,4.6
2001-08-31,1.2139130434782608,3.361739130434782,,3.286521739130435,254560.0,132024.0,255.88,1.5398565217391305,186.7,177.4,3.65,8.05304347826087,398000.0,1150.2,5237.2,5224.325,3.47,4.971304347826087,4.97,3.757391304347826,4.57,7.85,1567.0,79.848,-1.6,9802.7,31.28,4.9
2001-09-30,1.5625,2.725,,2.7115,249845.0,131765.0,255.88,1.566815,187.1,178.1,3.07,9.096666666666668,435000.0,1205.7,5348.4,5330.225,2.82,4.7485,4.73,3.186,4.12,8.03,1562.0,79.577,-1.6,9789.6,31.36,5.0
2001-10-31,1.8395652173913044,2.15695652173913,,2.12,267999.0,131452.0,259.05,1.5712826086956522,187.4,177.6,2.49,9.796521739130435,480750.0,1165.7,5337.1,5316.2,2.33,4.564782608695652,4.57,2.725217391304348,3.91,7.91,1540.0,79.857,1.1,9735.0,24.04,5.3
2001-11-30,1.87,1.87,,1.8813636363636363,260514.0,131142.0,259.05,1.5931363636363636,188.1,177.5,2.09,8.79409090909091,447500.0,1171.0,5380.8,5379.55,2.18,4.652272727272727,4.65,2.7822727272727272,3.97,7.81,1602.0,79.803,1.1,9728.2,18.4,5.5
2001-12-31,1.9795238095238095,1.6900000000000002,,1.7752380952380953,256549.0,130985.0,259.05,1.579504761904762,188.4,177.4,1.82,8.294761904761904,416800.0,1183.2,5433.8,5456.820000000001,2.22,5.091904761904762,5.09,3.1123809523809522,4.39,8.05,1568.0,79.721,1.1,9730.2,8.0,5.7
2002-01-31,2.008260869565217,1.6530434782608694,,1.7308695652173913,256307.0,130852.0,262.77,1.5999695652173913,188.7,177.7,1.73,8.157826086956522,408500.0,1190.7,5454.1,5455.3,2.16,5.03304347826087,5.04,3.0247826086956517,4.34,7.87,1698.0,79.793,3.4,9732.3,3.48,5.7
2002-02-28,1.8960000000000001,1.7239999999999998,,1.8185000000000002,257670.0,130732.0,262.77,1.59612,189.1,178.0,1.74,8.103,399000.0,1190.6,5483.4,5464.2,2.23,4.909000000000001,4.91,3.013,4.3,7.89,1829.0,79.926,3.4,9733.3,2.08,5.7
2002-03-31,1.725238095238095,1.786190476190476,,2.0009523809523806,257059.0,130721.0,262.77,1.5877428571428571,189.2,178.5,1.73,7.318636363636363,415400.0,1193.3,5495.2,5512.1,2.57,5.29047619047619,5.28,3.5652380952380955,4.74,8.11,1642.0,80.144,3.4,9732.4,0.8,5.7
2002-04-30,1.7881818181818183,1.7136363636363638,,1.9227272727272726,261333.0,130617.0,267.25,1.5814863636363639,189.7,179.3,1.75,7.159090909090909,429250.0,1186.9,5495.4,5533.780000000001,2.48,5.210909090909091,5.21,3.4227272727272724,4.65,8.03,1592.0,80.479,2.5,9729.1,0.46,5.9
2002-05-31,1.8995652173913042,1.7265217391304348,,1.8604347826086955,257573.0,130633.0,267.25,1.549495652173913,190.0,179.5,1.75,7.026521739130434,409000.0,1189.3,5521.5,5498.95,2.35,5.164347826086956,5.16,3.2647826086956524,4.49,8.09,1764.0,80.531,2.5,9756.1,0.24,5.8
2002-06-30,1.9335,1.6995,,1.7870000000000001,259786.0,130683.0,267.25,1.53184,190.2,179.6,1.75,7.975714285714286,387200.0,1193.3,5546.5,5534.225,2.2,4.9265,4.93,2.993,4.19,7.95,1717.0,80.632,2.5,9787.0,0.24,5.8
2002-07-31,2.092173913043478,1.683478260869565,,1.6943478260869564,262769.0,130583.0,272.55,1.5448304347826087,190.5,180.0,1.73,9.360434782608696,386000.0,1199.1,5589.1,5569.5,1.96,4.658695652173913,4.65,2.566521739130435,3.81,7.9,1655.0,80.81,1.6,9752.8,0.66,5.8
2002-08-31,2.1236363636363635,1.6159090909090907,,1.6009090909090908,265043.0,130587.0,272.55,1.5694181818181818,191.1,180.5,1.74,9.78608695652174,393600.0,1187.1,5631.6,5620.325,1.76,4.257272727272727,4.26,2.1336363636363633,3.29,7.58,1633.0,80.969,1.6,9751.7,0.42,5.7
2002-09-30,1.871904761904762,1.6304761904761906,,1.6038095238095238,260626.0,130498.0,272.55,1.5752952380952383,191.3,180.8,1.75,9.84952380952381,409500.0,1196.1,5656.0,5642.46,1.72,3.8828571428571426,3.87,2.010952380952381,2.94,7.4,1804.0,81.115,1.6,9754.9,0.5,5.7
2002-10-31,2.0269565217391303,1.5791304347826087,,1.5556521739130436,261953.0,130621.0,276.42,1.578478260869565,191.5,181.2,1.75,10.677391304347827,407500.0,1204.0,5700.4,5684.4,1.65,3.936086956521739,3.94,1.9091304347826086,2.95,7.73,1648.0,81.262,0.5,9776.1,0.42,5.7
2002-11-30,2.1185714285714288,1.2319047619047618,,1.2733333333333332,263568.0,130618.0,276.42,1.5712857142857142,191.9,181.5,1.34,9.648181818181818,392200.0,1209.6,5750.6,5747.25,1.49,4.049047619047619,4.05,1.9304761904761905,3.05,7.62,1753.0,81.343,0.5,9797.2,0.22,5.9
2002-12-31,2.1972727272727273,1.19,,1.2445454545454544,265930.0,130470.0,276.42,1.558718181818182,192.1,181.8,1.24,8.965,414250.0,1220.2,5772.0,5799.74,1.45,4.028636363636363,4.03,1.8313636363636363,3.03,7.45,1788.0,81.421,0.5,9808.5,0.94,6.0
2003-01-31,2.303478260869565,1.17,2.1122727272727273,1.2017391304347826,267230.0,130579.0,279.78,1.5428652173913044,192.4,182.6,1.24,8.21391304347826,395000.0,1227.3,5804.6,5800.7,1.36,4.039130434782609,4.05,1.7356521739130435,3.05,7.35,1853.0,81.664,2.1,9768.7,0.48,5.8
2003-02-28,2.2775,1.1649999999999998,2.1734999999999998,1.175,263188.0,130443.0,279.78,1.512495,192.5,183.6,1.26,8.433499999999999,411000.0,1238.2,5840.7,5811.225,1.3,3.905,3.9,1.6275,2.9,7.06,1629.0,82.009,2.1,9730.1,0.84,5.9
2003-03-31,2.2333333333333334,1.130952380952381,2.0304761904761905,1.129047619047619,267820.0,130233.0,279.78,1.4760809523809524,192.5,183.9,1.25,8.043809523809523,427400.0,1239.3,5861.4,5874.58,1.24,3.8071428571428574,3.81,1.5738095238095238,2.78,6.95,1726.0,82.219,2.1,9745.3,0.66,5.9
2003-04-30,2.333181818181818,1.1336363636363638,1.979090909090909,1.1427272727272728,267197.0,130176.0,283.2,1.4582045454545456,192.5,183.2,1.26,7.01409090909091,436250.0,1250.0,5898.8,5940.1,1.27,3.9595454545454545,3.96,1.6263636363636365,2.93,6.85,1643.0,82.08,3.6,9792.2,0.46,6.0
2003-05-31,2.145,1.0677272727272729,1.9827272727272727,1.0818181818181818,267362.0,130197.0,283.2,1.3837000000000002,192.9,182.9,1.26,6.638695652173913,424000.0,1268.8,5959.3,5935.875,1.18,3.558636363636363,3.57,1.4136363636363638,2.52,6.38,1751.0,81.986,3.6,9869.2,0.24,6.1
2003-06-30,2.107142857142857,0.9171428571428573,1.8661904761904762,0.9233333333333333,270396.0,130192.0,283.2,1.3525095238095237,193.0,183.1,1.22,6.341904761904762,421750.0,1281.0,5996.0,5985.219999999999,1.01,3.334285714285714,3.33,1.227142857142857,2.27,6.19,1867.0,82.074,3.6,9903.0,0.14,6.3
2003-07-31,2.4947826086956524,0.8982608695652174,2.1443478260869564,0.9517391304347826,273352.0,130183.0,287.57,1.3801217391304348,193.4,183.7,1.01,5.85695652173913,411500.0,1287.5,6042.7,6034.7,1.12,3.962173913043478,3.98,1.4673913043478262,2.87,6.62,1897.0,82.315,6.8,9910.7,0.04,6.2
2003-08-31,2.580952380952381,0.949047619047619,2.3628571428571425,1.029047619047619,277965.0,130153.0,287.57,1.3962714285714286,193.6,184.5,1.03,5.821363636363636,400200.0,1296.4,6100.8,6091.625,1.31,4.4452380952380945,4.45,1.8642857142857143,3.37,7.01,1833.0,82.593,6.8,9926.5,0.16,6.1
