DATE,T10Y2Y,DTB3,T5YIFR,DTB6,RSXFS,PAYEMS,USSTHPI,DEXCAUS,CPILFESL,CPIAUCSL,FEDFUNDS,BAMLH0A0HYM2,ICSA,M1SL,M2SL,WM2NS,GS1,DGS10,GS10,DGS2,GS5,BAA,HOUST,PCEPI,A191RL1Q225SBEA,W875RX1,RECPROUSM156N,UNRATE
1988-02-29,1.032857142857143,5.664761904761905,,5.933333333333333,,104214.0,149.59,1.267942857142857,121.2,116.2,6.58,,318750.0,757.7,2870.4,2855.7200000000003,6.64,8.215238095238096,8.21,7.182380952380953,7.71,10.62,1473.0,57.024,2.1,6442.0,0.04,5.7
1988-03-31,1.1030434782608696,5.70304347826087,,5.908260869565217,,104489.0,149.59,1.2492434782608697,121.7,116.5,6.58,,305500.0,761.8,2890.7,2885.325,6.71,8.373478260869565,8.37,7.270434782608696,7.83,10.57,1532.0,57.221,2.1,6446.5,0.0,5.7
1988-04-30,1.1304761904761904,5.897619047619047,,6.200952380952381,,104732.0,152.58,1.2352904761904762,122.3,117.2,6.87,,312200.0,768.1,2910.7,2927.1,7.01,8.711428571428572,8.72,7.580952380952381,8.19,10.9,1573.0,57.499,5.4,6473.3,0.08,5.4
1988-05-31,1.0895454545454546,6.265454545454546,,6.573636363636364,,104962.0,152.58,1.2374272727272728,122.7,117.5,7.09,,313750.0,771.7,2926.0,2908.52,7.4,9.09590909090909,9.09,8.006363636363636,8.58,11.04,1421.0,57.666,5.4,6479.5,0.12,5.6
1988-06-30,0.8954545454545454,6.459545454545454,,6.707272727272727,,105326.0,152.58,1.217640909090909,123.2,118.0,7.51,,308250.0,778.3,2938.4,2935.125,7.49,8.921363636363637,8.92,8.02590909090909,8.49,11.0,1478.0,57.912,5.4,6504.6,0.0,5.4
1988-07-31,0.7776190476190477,6.720000000000001,,6.983809523809524,,105550.0,154.16,1.2081761904761905,123.6,118.5,7.75,,321600.0,781.4,2947.2,2954.0,7.75,9.042380952380952,9.06,8.264761904761905,8.66,11.11,1467.0,58.193,2.4,6537.0,0.04,5.4
1988-08-31,0.6317391304347827,7.062608695652174,,7.392608695652174,,105674.0,154.16,1.2236565217391304,124.0,119.0,8.01,,314750.0,783.3,2952.0,2948.7400000000002,8.17,9.260434782608696,9.26,8.628695652173914,8.94,11.21,1493.0,58.366,2.4,6553.6,0.06,5.6
1988-09-30,0.5154545454545455,7.238636363636363,,7.426818181818181,,106013.0,154.16,1.2271454545454545,124.7,119.5,8.19,,304500.0,783.7,2956.9,2951.15,8.09,8.978181818181818,8.98,8.462727272727273,8.69,10.9,1492.0,58.65,2.4,6568.5,0.02,5.4
1988-10-31,0.4414285714285714,7.3447619047619055,,7.493809523809524,,106276.0,155.58,1.2056190476190476,125.2,119.9,8.3,,291400.0,783.3,2965.3,2959.2599999999998,8.11,8.79095238095238,8.8,8.34952380952381,8.51,10.41,1522.0,58.841,5.4,6608.6,0.02,5.4
1988-11-30,0.2927272727272727,7.765909090909091,,7.867272727272728,,106617.0,155.58,1.2180727272727272,125.6,120.3,8.35,,290500.0,784.9,2980.2,2982.825,8.48,8.965,8.96,8.672272727272727,8.79,10.48,1569.0,58.978,5.4,6607.8,0.06,5.3
1988-12-31,0.01681818181818182,8.066363636363636,,8.221363636363636,,106898.0,155.58,1.1962590909090909,126.0,120.7,8.76,,293200.0,786.7,2988.2,2997.375,8.99,9.103181818181818,9.11,9.086363636363636,9.09,10.65,1563.0,59.162,5.4,6644.8,0.0,5.3
1989-01-31,-0.08,8.25590909090909,,8.355,,107161.0,157.39,1.1917454545454544,126.5,121.2,9.12,,289750.0,785.7,2991.7,3001.3599999999997,9.05,9.092272727272727,9.09,9.172272727272727,9.15,10.65,1621.0,59.465,4.1,6690.7,0.12,5.4
1989-02-28,-0.201,8.528,,8.5475,,107427.0,157.39,1.18912,126.9,121.6,9.36,,303750.0,783.8,2992.2,2982.0249999999996,9.25,9.1705,9.17,9.371500000000001,9.27,10.61,1425.0,59.663,4.1,6711.2,0.5,5.2
1989-03-31,-0.3243478260869565,8.825217391304347,,8.86,,107621.0,157.39,1.1953739130434784,127.4,122.2,9.85,,322000.0,783.0,2999.7,2998.375,9.57,9.360869565217392,9.36,9.685217391304347,9.51,10.67,1422.0,59.885,4.1,6739.2,0.5,5.0
1989-04-30,-0.27599999999999997,8.647,,8.654,,107791.0,159.55,1.18876,127.8,123.1,9.84,,311800.0,779.2,3006.0,3025.875,9.36,9.1755,9.18,9.4515,9.3,10.61,1339.0,60.284,3.1,6719.1,0.88,5.2
1989-05-31,-0.1617391304347826,8.43695652173913,,8.414782608695651,,107913.0,159.55,1.1930782608695651,128.3,123.7,9.81,,324500.0,775.0,3011.6,2995.54,8.98,8.850434782608696,8.86,9.012173913043478,8.91,10.46,1331.0,60.504,3.1,6688.6,1.38,5.2
1989-06-30,-0.1290909090909091,8.151363636363637,,7.933636363636364,,108027.0,159.55,1.1985545454545454,128.8,124.1,9.53,,333000.0,773.5,3027.9,3021.3,8.44,8.277272727272727,8.28,8.406363636363636,8.29,10.03,1397.0,60.637,3.1,6705.2,1.02,5.3
1989-07-31,0.19285714285714284,7.887142857142857,,7.61047619047619,,108069.0,162.96,1.1894095238095237,129.2,124.5,9.24,,341600.0,777.8,3052.4,3051.94,7.89,8.021904761904763,8.02,7.829047619047619,7.83,9.87,1427.0,60.782,3.0,6728.6,1.22,5.2
1989-08-31,-0.03217391304347826,7.899565217391304,,7.743478260869565,,108120.0,162.96,1.1757782608695653,129.5,124.5,8.99,,334500.0,779.4,3074.4,3071.6,8.18,8.112608695652174,8.11,8.144782608695651,8.09,9.88,1332.0,60.789,3.0,6739.6,0.22,5.2
1989-09-30,-0.0980952380952381,7.755714285714286,,7.738095238095238,,108369.0,162.96,1.1827666666666667,129.9,124.8,9.02,,336000.0,781.0,3092.5,3084.875,8.22,8.19047619047619,8.19,8.288571428571428,8.17,9.91,1279.0,60.924,3.0,6755.9,0.22,5.3
1989-10-31,0.024090909090909093,7.636818181818182,,7.617272727272726,,108476.0,164.31,1.1749818181818181,130.6,125.4,8.84,,363250.0,786.6,3114.1,3105.06,7.99,8.008636363636363,8.01,7.984545454545454,7.97,9.81,1410.0,61.162,0.8,6789.0,0.22,5.3
1989-11-30,0.08181818181818182,7.683181818181819,,7.486363636363635,,108752.0,164.31,1.1697681818181818,131.1,125.9,8.55,,336750.0,787.9,3133.3,3135.65,7.77,7.871363636363636,7.87,7.789545454545455,7.81,9.81,1351.0,61.296,0.8,6790.7,0.1,5.4
1989-12-31,0.06,7.6242857142857146,,7.422857142857143,,108836.0,164.31,1.161252380952381,131.6,126.3,8.45,,355200.0,792.9,3152.5,3159.15,7.72,7.835238095238095,7.84,7.7752380952380955,7.75,9.82,1251.0,61.473,0.8,6800.3,0.04,5.4
1990-01-31,0.1208695652173913,7.632608695652174,,7.543478260869565,,109188.0,165.24,1.1707782608695652,132.1,127.5,8.23,,361000.0,795.4,3166.8,3173.16,7.92,8.19,8.21,8.06913043478261,8.12,9.94,1551.0,61.939,4.4,6798.6,0.18,5.4
1990-02-28,0.1005,7.7385,,7.7005,,109432.0,165.24,1.196605,132.7,128.0,8.24,,358250.0,798.1,3179.2,3169.175,8.11,8.4705,8.47,8.370000000000001,8.42,10.14,1437.0,62.212,4.4,6822.0,0.08,5.3
1990-03-31,-0.038181818181818185,7.8981818181818175,,7.845454545454545,,109636.0,165.24,1.1799863636363637,133.5,128.6,8.28,,345200.0,801.5,3190.1,3189.875,8.35,8.588636363636363,8.59,8.626818181818182,8.6,10.21,1289.0,62.446,4.4,6827.0,0.3,5.2
1990-04-30,0.06190476190476191,7.772380952380952,,7.833333333333333,,109670.0,165.92,1.164095238095238,134.0,128.9,8.26,,361750.0,806.1,3201.6,3216.7,8.4,8.778571428571428,8.79,8.716666666666665,8.77,10.3,1248.0,62.577,1.5,6869.5,1.14,5.4
1990-05-31,0.11782608695652173,7.743478260869565,,7.763913043478261,,109833.0,165.92,1.175108695652174,134.4,129.1,8.18,,355250.0,804.2,3200.6,3186.15,8.32,8.755217391304347,8.76,8.637391304347826,8.74,10.41,1212.0,62.718,1.5,6859.2,1.5,5.4
1990-06-30,0.12904761904761905,7.725238095238095,,7.632380952380952,,109857.0,165.92,1.1730476190476191,135.1,129.9,8.29,,362400.0,808.8,3213.7,3209.0499999999997,8.1,8.48,8.48,8.350952380952382,8.43,10.22,1177.0,62.995,1.5,6866.5,2.84,5.2
1990-07-31,0.3090909090909091,7.623636363636364,,7.5231818181818175,,109823.0,166.95,1.1572772727272727,135.8,130.5,8.15,,367000.0,810.1,3224.5,3222.34,7.94,8.468181818181819,8.47,8.159090909090908,8.33,10.2,1171.0,63.151,0.3,6891.9,10.16,5.5
1990-08-31,0.691304347826087,7.44695652173913,,7.377391304347826,,109609.0,166.95,1.144808695652174,136.6,131.6,8.13,,384250.0,815.7,3242.0,3238.6,7.78,8.752608695652174,8.75,8.061304347826086,8.44,10.41,1115.0,63.571,0.3,6845.6,19.86,5.7
1990-09-30,0.8125,7.3575,,7.3180000000000005,,109521.0,166.95,1.158145,137.1,132.5,8.2,,394000.0,820.2,3254.6,3249.275,7.76,8.8915,8.89,8.078999999999999,8.51,10.64,1110.0,63.961,0.3,6834.3,38.96,5.9
1990-10-31,0.8417391304347825,7.160434782608696,,7.156956521739131,,109373.0,166.3,1.1597826086956522,137.6,133.4,8.11,,425250.0,819.9,3259.3,3251.7599999999998,7.55,8.716521739130433,8.72,7.874782608695653,8.33,10.74,1014.0,64.327,-3.6,6765.2,60.94,5.9
1990-11-30,0.7949999999999999,7.060454545454546,,7.028181818181818,,109220.0,166.3,1.1635818181818183,138.0,133.7,7.81,,446750.0,822.1,3262.6,3265.1,7.31,8.39090909090909,8.39,7.597727272727273,8.02,10.62,1145.0,64.409,-3.6,6761.4,64.6,6.2
1990-12-31,0.7652380952380953,6.729523809523809,,6.694761904761905,,109172.0,166.3,1.1602714285714286,138.6,134.2,7.31,,455000.0,824.7,3271.8,3281.66,7.05,8.08095238095238,8.08,7.315714285714286,7.73,10.43,969.0,64.469,-3.6,6788.2,63.12,6.3
1991-01-31,0.9626086956521739,6.225652173913043,,6.285652173913043,,109050.0,167.67,1.1563478260869566,139.5,134.7,6.91,,439750.0,827.2,3287.7,3291.175,6.64,8.088695652173913,8.09,7.12695652173913,7.7,10.45,798.0,64.714,-1.9,6721.0,61.04,6.4
1991-02-28,0.9865,5.9425,,5.928,,108731.0,167.67,1.154875,140.2,134.8,6.25,,484000.0,832.6,3304.5,3293.7,6.27,7.851000000000001,7.85,6.8645,7.47,10.07,965.0,64.747,-1.9,6718.8,53.04,6.6
1991-03-31,1.0080952380952382,5.897142857142858,,5.9090476190476195,,108568.0,167.67,1.1571571428571428,140.5,134.8,6.12,,498600.0,838.7,3321.9,3322.15,6.4,8.107142857142858,8.11,7.09904761904762,7.77,10.09,921.0,64.76,-1.9,6721.7,34.9,6.8
1991-04-30,1.0909090909090908,5.648181818181818,,5.709090909090909,,108351.0,168.79,1.1535136363636362,140.9,135.1,5.91,,467250.0,843.1,3332.4,3347.9800000000005,6.24,8.039090909090909,8.04,6.948181818181819,7.7,9.94,1001.0,64.878,3.2,6737.2,4.58,6.7
1991-05-31,1.2895652173913044,5.458260869565217,,5.613043478260869,,108249.0,168.79,1.1498391304347826,141.3,135.6,5.78,,447000.0,848.8,3343.0,3329.675,6.13,8.06913043478261,8.07,6.779565217391305,7.7,9.86,996.0,65.147,3.2,6735.1,0.78,6.9
1991-06-30,1.328,5.5729999999999995,,5.752000000000001,,108337.0,168.79,1.143895,141.8,136.0,5.9,,428600.0,856.7,3351.9,3348.75,6.36,8.284,8.28,6.956,7.94,9.96,1036.0,65.257,3.2,6772.9,0.28,6.9
1991-07-31,1.3521739130434782,5.574347826086957,,5.70304347826087,,108290.0,169.12,1.1490478260869565,142.3,136.2,5.82,,418250.0,861.6,3356.1,3353.28,6.31,8.272173913043478,8.27,6.92,7.91,9.89,1063.0,65.36,2.0,6756.7,0.42,6.8
1991-08-31,1.466818181818182,5.333181818181818,,5.38909090909091,,108301.0,169.12,1.1451500000000001,142.9,136.6,5.66,,431600.0,866.8,3355.0,3352.325,5.78,7.9,7.9,6.433181818181819,7.43,9.65,1049.0,65.511,2.0,6766.6,0.52,6.9
1991-09-30,1.4680952380952381,5.22047619047619,,5.253333333333334,,108334.0,169.12,1.1372047619047618,143.4,137.0,5.45,,424500.0,869.7,3354.9,3346.62,5.57,7.658095238095238,7.65,6.19,7.14,9.51,1015.0,65.737,2.0,6785.1,0.18,6.9
1991-10-31,1.6134782608695653,4.993913043478261,,5.040434782608696,,108361.0,171.49,1.1280043478260868,143.7,137.2,5.21,,422750.0,878.0,3360.1,3355.025,5.33,7.525652173913044,7.53,5.912173913043477,6.87,9.49,1079.0,65.86,1.4,6771.4,0.5,7.0
1991-11-30,1.860952380952381,4.553809523809524,,4.61,,108301.0,171.49,1.1303,144.2,137.8,4.81,,445400.0,887.6,3365.5,3367.775,4.89,7.417142857142856,7.42,5.556190476190476,6.62,9.45,1103.0,66.005,1.4,6788.5,0.7,7.0
1991-12-31,2.061818181818182,4.0618181818181816,,4.093181818181818,,108333.0,171.49,1.1473,144.7,138.2,4.43,,456750.0,897.0,3372.2,3384.5800000000004,4.38,7.079090909090909,7.09,5.017272727272727,6.19,9.26,1079.0,66.17,1.4,6834.3,0.58,7.3
1992-01-31,2.0682608695652176,3.8073913043478256,,3.8686956521739133,146925.0,108367.0,172.81,1.1568347826086955,145.1,138.3,4.03,,439000.0,910.4,3381.2,3385.85,4.15,7.0208695652173905,7.03,4.952608695652174,6.24,9.13,1176.0,66.26,4.9,6854.2,0.24,7.3
1992-02-29,2.1265,3.8415,,3.928,147223.0,108313.0,172.81,1.182685,145.4,138.6,4.06,,442200.0,925.2,3400.0,3387.2,4.29,7.341500000000001,7.34,5.215,6.58,9.23,1250.0,66.428,4.9,6892.5,0.02,7.4
1992-03-31,1.8572727272727272,4.03590909090909,,4.175,146805.0,108360.0,172.81,1.1928363636363637,145.9,139.1,3.98,,429500.0,936.7,3403.9,3401.84,4.63,7.542272727272728,7.54,5.6850000000000005,6.95,9.25,1297.0,66.589,4.9,6898.1,0.04,7.4
1992-04-30,2.135,3.744545454545454,,3.8636363636363638,148032.0,108515.0,172.77,1.1874318181818182,146.3,139.4,3.73,,418250.0,943.8,3399.7,3423.375,4.3,7.479090909090909,7.48,5.34409090909091,6.78,9.21,1099.0,66.769,4.4,6917.1,0.02,7.4
1992-05-31,2.163809523809524,3.6352380952380954,,3.752857142857143,149010.0,108648.0,172.77,1.198904761904762,146.8,139.7,3.82,,417400.0,950.6,3398.6,3388.2250000000004,4.19,7.39,7.39,5.226190476190476,6.69,9.13,1214.0,66.857,4.4,6955.2,0.08,7.6
1992-06-30,2.213636363636364,3.6563636363636363,,3.769090909090909,149800.0,108717.0,172.77,1.1960454545454544,147.1,140.1,3.76,,418750.0,954.3,3393.4,3387.46,4.17,7.261818181818182,7.26,5.048181818181818,6.48,9.05,1145.0,66.976,4.4,6986.2,0.06,7.8
1992-07-31,2.4843478260869567,3.2095652173913045,,3.282173913043478,150761.0,108799.0,174.74,1.192404347826087,147.6,140.5,3.25,,442750.0,963.3,3393.9,3394.875,3.6,6.848260869565217,6.84,4.363913043478261,5.84,8.84,1139.0,67.197,4.0,6976.8,0.02,7.7
1992-08-31,2.392857142857143,3.1271428571428572,,3.209047619047619,151067.0,108922.0,174.74,1.1907476190476192,147.9,140.8,3.3,,407200.0,973.7,3398.8,3394.56,3.47,6.585714285714286,6.59,4.192857142857143,5.6,8.65,1226.0,67.287,4.0,7003.4,0.42,7.6
1992-09-30,2.520454545454545,2.9099999999999997,,2.958181818181818,152588.0,108955.0,174.74,1.2214090909090909,148.1,141.1,3.22,,417000.0,988.0,3410.3,3402.075,3.18,6.414545454545455,6.42,3.894090909090909,5.38,8.62,1186.0,67.397,4.0,6968.8,0.1,7.6
1992-10-31,2.506818181818182,2.8622727272727273,,3.0313636363636363,153521.0,109135.0,175.62,1.245540909090909,148.8,141.7,3.1,,377800.0,1003.7,3423.8,3417.15,3.3,6.58590909090909,6.59,4.079090909090909,5.6,8.84,1244.0,67.635,4.2,6928.5,0.0,7.3
1992-11-30,2.291904761904762,3.1314285714285717,,3.3385714285714285,153583.0,109279.0,175.62,1.2680333333333333,149.2,142.1,3.09,,362250.0,1015.7,3426.5,3430.88,3.68,6.873333333333333,6.87,4.581428571428572,6.04,8.96,1214.0,67.768,4.2,6959.5,0.0,7.4
1992-12-31,2.0960869565217393,3.2143478260869567,,3.36,155614.0,109502.0,175.62,1.2719782608695653,149.6,142.3,2.92,,339000.0,1024.9,3424.7,3441.25,3.71,6.766521739130434,6.77,4.670434782608695,6.08,8.81,1227.0,67.886,4.2,7244.4,0.0,7.4
1993-01-31,2.2104761904761907,3.0023809523809524,,3.1466666666666665,157555.0,109794.0,175.7,1.2778047619047619,150.1,142.8,3.02,,345600.0,1030.4,3419.1,3434.275,3.5,6.604761904761904,6.6,4.394285714285714,5.83,8.67,1210.0,68.052,0.7,6994.2,0.0,7.3
1993-02-28,2.16,2.9285,,3.0715,156266.0,110044.0,175.7,1.259985,150.6,143.1,3.03,,338250.0,1033.5,3414.5,3398.625,3.39,6.2635,6.26,4.1035,5.43,8.39,1210.0,68.154,0.7,7033.5,0.1,7.1
1993-03-31,2.0256521739130435,2.9517391304347824,,3.0547826086956524,154752.0,109992.0,175.7,1.2470739130434783,150.8,143.3,3.07,,351000.0,1038.4,3411.7,3407.4199999999996,3.33,5.975217391304348,5.98,3.9495652173913043,5.19,8.15,1083.0,68.294,0.7,7006.3,0.72,7.0
1993-04-30,2.1313636363636363,2.8713636363636366,,2.9745454545454546,158979.0,110295.0,177.38,1.2620545454545455,151.4,143.8,2.96,,354750.0,1047.6,3411.3,3433.1,3.24,5.969545454545455,5.97,3.838181818181818,5.13,8.14,1258.0,68.475,2.3,7071.8,0.04,7.1
1993-05-31,2.051904761904762,2.9614285714285713,,3.075714285714286,160605.0,110570.0,177.38,1.269847619047619,151.8,144.2,3.0,,343600.0,1065.9,3436.9,3422.3,3.36,6.041428571428572,6.04,3.9895238095238095,5.2,8.21,1260.0,68.687,2.3,7074.8,0.1,7.1
1993-06-30,1.799090909090909,3.070909090909091,,3.1954545454545453,160127.0,110751.0,177.38,1.2789227272727273,152.1,144.3,3.04,,342750.0,1075.1,3442.4,3440.55,3.54,5.962727272727273,5.96,4.163636363636363,5.22,8.07,1280.0,68.711,2.3,7056.2,0.04,7.0
1993-07-31,1.7377272727272726,3.032272727272727,,3.152272727272727,162816.0,111060.0,178.82,1.2822727272727272,152.3,144.5,3.06,,350800.0,1084.6,3442.0,3444.075,3.47,5.803181818181819,5.81,4.065454545454545,5.09,7.93,1254.0,68.82,1.9,7075.8,0.02,6.9
1993-08-31,1.6763636363636365,3.019090909090909,,3.137272727272727,162506.0,111209.0,178.82,1.3080136363636363,152.8,144.8,3.03,,341000.0,1094.2,3445.7,3439.0199999999995,3.44,5.677727272727273,5.68,4.001363636363636,5.03,7.6,1300.0,68.938,1.9,7088.1,0.06,6.8
1993-09-30,1.5168181818181816,2.9472727272727273,,3.0599999999999996,163258.0,111455.0,178.82,1.321790909090909,152.9,145.0,3.09,,339000.0,1104.2,3452.2,3445.225,3.36,5.357727272727273,5.36,3.840909090909091,4.73,7.34,1343.0,69.01,1.9,7068.4,0.02,6.7
1993-10-31,1.4604761904761905,3.0157142857142856,,3.1176190476190477,164685.0,111733.0,180.28,1.326547619047619,153.4,145.6,2.99,,349800.0,1113.1,3456.7,3451.75,3.39,5.33047619047619,5.33,3.8699999999999997,4.71,7.31,1392.0,69.227,5.5,7040.3,0.04,6.8
1993-11-30,1.5718181818181818,3.105454545454545,,3.258181818181818,166594.0,111989.0,180.28,1.3175727272727273,153.9,146.0,3.02,,341000.0,1124.1,3470.1,3469.22,3.58,5.729090909090909,5.72,4.157272727272727,5.06,7.66,1376.0,69.358,5.5,7061.3,0.02,6.6
1993-12-31,1.5608695652173912,3.0569565217391306,,3.2321739130434786,168161.0,112323.0,180.28,1.3307608695652173,154.3,146.3,2.96,,323000.0,1129.6,3474.5,3494.675,3.61,5.771739130434782,5.77,4.210869565217391,5.15,7.69,1533.0,69.374,5.5,7336.4,0.0,6.5
1994-01-31,1.6104761904761904,2.9752380952380952,,3.1533333333333333,167518.0,112598.0,181.41,1.317404761904762,154.5,146.3,3.05,,359200.0,1131.6,3474.9,3481.8,3.54,5.751904761904762,5.75,4.1414285714285715,5.09,7.65,1272.0,69.397,3.9,7159.5,0.02,6.6
1994-02-28,1.5,3.2555,,3.4284999999999997,169649.0,112779.0,181.41,1.3422399999999999,154.8,146.7,3.25,,348500.0,1136.3,3475.7,3459.675,3.87,5.979,5.97,4.479,5.4,7.76,1337.0,69.558,3.9,7168.4,0.0,6.6
1994-03-31,1.4873913043478262,3.5030434782608695,,3.781304347826087,172766.0,113240.0,181.41,1.3644391304347827,155.3,147.1,3.34,,335750.0,1140.1,3480.1,3476.975,4.32,6.482608695652174,6.48,4.995217391304348,5.94,8.13,1564.0,69.75,3.9,7191.0,0.0,6.5
1994-04-30,1.4219047619047618,3.6785714285714284,,4.084761904761905,173106.0,113587.0,182.49,1.3829714285714285,155.5,147.2,3.56,,344000.0,1141.1,3481.3,3507.15,4.82,6.957142857142857,6.97,5.535238095238095,6.52,8.52,1465.0,69.832,5.5,7265.6,0.0,6.4
1994-05-31,1.2122727272727272,4.1463636363636365,,4.6000000000000005,172329.0,113923.0,182.49,1.3810909090909091,155.9,147.5,4.01,,359000.0,1143.3,3490.8,3472.84,5.31,7.180454545454546,7.18,5.968181818181819,6.78,8.62,1526.0,69.933,5.5,7286.5,0.06,6.1
1994-06-30,1.17,4.136818181818182,,4.546818181818182,174241.0,114237.0,182.49,1.3836318181818184,156.4,147.9,4.25,,340000.0,1145.2,3479.5,3478.875,5.27,7.101363636363636,7.1,5.931363636363637,6.7,8.65,1409.0,70.104,5.5,7276.7,0.0,6.1
1994-07-31,1.167142857142857,4.324285714285715,,4.746190476190476,174781.0,114607.0,183.25,1.3825571428571428,156.7,148.4,4.26,,342200.0,1150.7,3488.2,3492.175,5.48,7.300000000000001,7.3,6.132857142857143,6.91,8.8,1439.0,70.325,2.4,7294.5,0.02,6.1
1994-08-31,1.058695652173913,4.479130434782609,,4.877826086956522,177295.0,114899.0,183.25,1.3783173913043478,157.1,149.0,4.47,,336250.0,1150.6,3485.7,3481.5,5.56,7.236086956521739,7.24,6.177391304347827,6.88,8.74,1450.0,70.486,2.4,7303.2,0.0,6.0
1994-09-30,1.0636363636363637,4.621363636363636,,5.031818181818182,178787.0,115254.0,183.25,1.354581818181818,157.5,149.3,4.73,,330250.0,1151.9,3486.1,3479.375,5.76,7.445909090909091,7.46,6.382272727272727,7.08,8.98,1474.0,70.565,2.4,7337.9,0.04,5.9
1994-10-31,1.0171428571428571,4.943333333333333,,5.382380952380952,180561.0,115457.0,183.1,1.3501857142857143,157.8,149.4,4.76,,333400.0,1150.2,3484.3,3475.4199999999996,6.11,7.741904761904762,7.74,6.7247619047619045,7.4,9.2,1450.0,70.684,4.7,7396.9,0.0,5.8
1994-11-30,0.8036363636363636,5.286363636363636,,5.720909090909091,180703.0,115872.0,183.1,1.3648,158.2,149.8,5.29,,328000.0,1150.9,3487.2,3492.0,6.54,7.949545454545454,7.96,7.145909090909091,7.72,9.32,1511.0,70.819,4.7,7393.1,0.02,5.6
1994-12-31,0.21909090909090911,5.592727272727273,,6.208636363636364,181524.0,116174.0,183.1,1.3897,158.3,150.1,5.45,,323200.0,1150.7,3486.4,3506.875,7.14,7.815454545454545,7.81,7.596363636363637,7.78,9.1,1455.0,70.865,4.7,7423.9,0.02,5.5
1995-01-31,0.2681818181818182,5.695909090909091,,6.209090909090909,182413.0,116504.0,184.05,1.4126681818181819,159.0,150.5,5.53,,333500.0,1151.4,3492.4,3497.4199999999996,7.05,7.778181818181818,7.78,7.51,7.76,9.08,1407.0,71.008,1.4,7444.8,0.06,5.6
1995-02-28,0.358,5.766,,6.032,179488.0,116692.0,184.05,1.40074,159.4,150.9,5.92,,337750.0,1147.4,3489.9,3474.675,6.7,7.467499999999999,7.47,7.1095,7.37,8.85,1316.0,71.134,1.4,7460.6,0.22,5.4
1995-03-31,0.42913043478260865,5.728695652173912,,5.889130434782608,181013.0,116907.0,184.05,1.4076956521739132,159.9,151.2,5.98,,340250.0,1146.7,3491.1,3491.2000000000003,6.43,7.204782608695653,7.2,6.775652173913044,7.05,8.7,1249.0,71.265,1.4,7477.9,0.24,5.4
1995-04-30,0.496,5.65,,5.768,181686.0,117065.0,187.08,1.3762,160.4,151.8,6.05,,350200.0,1149.3,3499.2,3525.225,6.27,7.061,7.06,6.565,6.86,8.6,1267.0,71.453,1.2,7490.4,0.26,5.8
1995-05-31,0.46043478260869564,5.664782608695652,,5.664347826086956,183536.0,117050.0,187.08,1.3614,160.7,152.1,6.01,,370250.0,1145.3,3524.2,3502.5800000000004,6.0,6.622608695652174,6.63,6.162173913043477,6.41,8.2,1314.0,71.563,1.2,7490.5,0.1,5.6
1995-06-30,0.4522727272727272,5.472272727272728,,5.423636363636363,186081.0,117285.0,187.08,1.3775090909090908,161.1,152.4,6.0,,366250.0,1144.2,3548.9,3544.8,5.64,6.168181818181818,6.17,5.715909090909091,5.93,7.9,1281.0,71.633,1.2,7524.7,0.0,5.6
1995-07-31,0.4942857142857142,5.423809523809524,,5.37,185431.0,117377.0,189.96,1.3617000000000001,161.4,152.6,5.85,,371400.0,1145.5,3567.4,3566.22,5.59,6.274761904761905,6.28,5.7804761904761905,6.01,8.04,1461.0,71.722,3.4,7549.4,0.1,5.7
1995-08-31,0.5073913043478261,5.397826086956522,,5.4082608695652175,186806.0,117639.0,189.96,1.355217391304348,161.8,152.9,5.74,,356250.0,1145.4,3589.0,3585.875,5.75,6.488260869565217,6.49,5.980869565217391,6.24,8.19,1416.0,71.877,3.4,7564.0,0.0,5.7
1995-09-30,0.3938095238095238,5.27952380952381,,5.301904761904762,187366.0,117880.0,189.96,1.3505809523809524,162.2,153.1,5.8,,362000.0,1142.0,3602.1,3596.4,5.62,6.198571428571428,6.2,5.804761904761905,6.0,7.93,1369.0,71.926,3.4,7599.5,0.04,5.6
1995-10-31,0.3468181818181818,5.28,,5.324999999999999,186565.0,118029.0,191.43,1.3451818181818183,162.7,153.5,5.76,,371500.0,1137.3,3613.4,3598.3199999999997,5.59,6.045454545454546,6.04,5.698636363636364,5.86,7.75,1369.0,72.113,2.7,7623.0,0.08,5.5
1995-11-30,0.45,5.356363636363636,,5.2736363636363635,189055.0,118168.0,191.43,1.3533545454545455,163.0,153.7,5.8,,377000.0,1134.1,3619.9,3622.825,5.43,5.930454545454546,5.93,5.48,5.69,7.68,1452.0,72.111,2.7,7655.9,0.1,5.6
1995-12-31,0.38904761904761903,5.131904761904762,,5.122857142857143,190774.0,118325.0,191.43,1.3690333333333333,163.1,153.9,5.6,,365000.0,1127.5,3629.5,3648.15,5.31,5.711428571428572,5.71,5.322380952380952,5.51,7.49,1431.0,72.249,2.7,7664.8,0.08,5.6
1996-01-31,0.5356521739130435,4.997391304347826,,4.925217391304348,189135.0,118318.0,193.57,1.366617391304348,163.7,154.7,5.56,,374000.0,1123.5,3647.9,3654.66,5.09,5.653478260869565,5.65,5.117826086956521,5.36,7.47,1467.0,72.41,3.0,7673.1,0.48,5.6
1996-02-29,0.7838095238095238,4.823333333333333,,4.766666666666667,192266.0,118734.0,193.57,1.375542857142857,164.0,155.0,5.22,,377250.0,1118.5,3661.8,3644.8,4.94,5.803333333333334,5.81,5.019523809523809,5.38,7.63,1491.0,72.524,3.0,7739.7,0.0,5.5
